STATE,COUNTY,NAME_LEA21,NAME_COUNTY21
19,268,Southeast Warren Community School District,Lucas County
19,051,Boyden-Hull Community School District,Lyon County
19,246,Rock Valley Community School District,Lyon County
19,310,West Lyon Community School District,Lyon County
19,031,Adel-De Soto-Minburn Community School District,Madison County
19,100,Earlham Community School District,Madison County
19,131,Nodaway Valley Community School District,Madison County
19,187,Martensdale-St. Marys Community School District,Madison County
19,290,Van Meter Community School District,Madison County
19,208,North Mahaska Community School District,Mahaska County
19,281,Twin Cedars Community School District,Mahaska County
19,070,Chariton Community School District,Marion County
19,231,Pleasantville Community School District,Marion County
19,281,Twin Cedars Community School District,Marion County
19,000,GMG Community School District,Marshall County
19,043,Baxter Community School District,Marshall County
19,310,West Marshall Community School District,Marshall County
19,121,Fremont-Mills Community School District,Mills County
19,126,Glenwood Community School District,Mills County
19,166,Lewis Central Community School District,Mills County
19,182,East Mills Community School District,Mills County
19,279,Treynor Community School District,Mills County
19,218,Osage Community School District,Mitchell County
19,241,Riceville Community School District,Mitchell County
19,252,St. Ansgar Community School District,Mitchell County
19,071,Charter Oak-Ute Community School District,Monona County
19,309,West Harrison Community School District,Monona County
19,311,West Monona Community School District,Monona County
19,314,Westwood Community School District,Monona County
19,032,Albia Community School District,Monroe County
19,110,Essex Community School District,Montgomery County
19,182,East Mills Community School District,Montgomery County
19,272,Stanton Community School District,Montgomery County
19,079,Columbus Community School District,Muscatine County
19,085,Davenport Community School District,Muscatine County
19,178,Louisa-Muscatine Community School District,Muscatine County
19,318,Wilton Community School District,Muscatine County
19,188,MOC-Floyd Valley Community School District,O'Brien County
19,161,Harris-Lake Park Community School District,Osceola County
19,073,Clarinda Community School District,Page County
19,110,Essex Community School District,Page County
19,272,Stanton Community School District,Page County
19,250,Ruthven-Ayrshire Community School District,Palo Alto County
19,164,Lawton-Bronson Community School District,Plymouth County
19,186,Marcus-Meriden-Cleghorn Community School District,Plymouth County
19,241,Remsen-Union Community School District,Plymouth County
19,264,Sioux City Community School District,Plymouth County
19,312,West Sioux Community School District,Plymouth County
19,000,Albert City-Truesdale Community School District,Pocahontas County
19,050,Bondurant-Farrar Community School District,Polk County
19,062,Carlisle Community School District,Polk County
19,085,Dallas Center-Grimes Community School District,Polk County
19,089,Des Moines Independent Community School District,Polk County
19,309,West Des Moines Community School District,Polk County
19,126,Glenwood Community School District,Pottawattamie County
19,166,Lewis Central Community School District,Pottawattamie County
19,194,Missouri Valley Community School District,Pottawattamie County
19,279,Treynor Community School District,Pottawattamie County
19,132,Grinnell-Newburg Community School District,Poweshiek County
19,133,H-L-V Community School District,Poweshiek County
19,208,North Mahaska Community School District,Poweshiek County
19,267,South Tama County Community School District,Poweshiek County
19,090,Diagonal Community School District,Ringgold County
19,163,Lamoni Community School District,Ringgold County
19,273,Storm Lake Community School District,Sac County
19,047,Bennett Community School District,Scott County
19,060,Calamus-Wheatland Community School District,Scott County
19,085,Davenport Community School District,Scott County
19,135,Harlan Community School District,Shelby County
19,051,Boyden-Hull Community School District,Sioux County
19,188,MOC-Floyd Valley Community School District,Sioux County
19,241,Remsen-Union Community School District,Sioux County
19,246,Rock Valley Community School District,Sioux County
19,310,West Lyon Community School District,Sioux County
19,312,West Sioux Community School District,Sioux County
19,125,Gilbert Community School District,Story County
19,285,United Community School District,Story County
19,310,West Marshall Community School District,Story County
19,000,GMG Community School District,Tama County
19,132,Grundy Center Community School District,Tama County
19,267,South Tama County Community School District,Tama County
19,073,Clarinda Community School District,Taylor County
19,081,Corning Community School District,Taylor County
19,090,Diagonal Community School District,Taylor County
19,086,Davis County Community School District,Van Buren County
19,062,Carlisle Community School District,Warren County
19,089,Des Moines Independent Community School District,Warren County
19,187,Martensdale-St. Marys Community School District,Warren County
19,231,Pleasantville Community School District,Warren County
19,268,Southeast Warren Community School District,Warren County
19,156,Keota Community School District,Washington County
19,302,Washington Community School District,Washington County
19,256,Seymour Community School District,Wayne County
19,057,North Iowa Community School District,Winnebago County
19,161,Lake Mills Community School District,Winnebago County
19,033,Allamakee Community School District,Winneshiek County
19,087,Decorah Community School District,Winneshiek County
19,164,Lawton-Bronson Community School District,Woodbury County
19,264,Sioux City Community School District,Woodbury County
19,314,Westwood Community School District,Woodbury County
19,161,Lake Mills Community School District,Worth County
19,252,St. Ansgar Community School District,Worth County
19,054,West Hancock Community School District,Wright County
19,059,Cal Community School District,Wright County
20,045,Chanute Public Schools Unified School District 413,Allen County
20,075,Humboldt Unified School District 258,Allen County
20,080,Crest Unified School District 479,Allen County
20,080,Crest Unified School District 479,Anderson County
20,081,South Barber Unified School District 255,Barber County
20,094,Barber County North Unified School District 254,Barber County
20,058,Ellinwood Public Schools Unified School District 355,Barton County
20,066,Great Bend Unified School District 428,Barton County
20,083,Fort Larned Unified School District 495,Barton County
20,077,Jayhawk Unified School District 346,Bourbon County
20,124,Uniontown Unified School District 235,Bourbon County
20,000,Hiawatha Unified School District 415,Brown County
20,003,Doniphan West Unified School District 111,Brown County
20,033,Andover Unified School District 385,Butler County
20,056,Douglass Public Schools Unified School District 396,Butler County
20,112,Flinthills Unified School District 492,Butler County
20,112,Rose Hill Public Schools Unified School District 394,Butler County
20,123,Circle Unified School District 375,Butler County
20,092,Marion-Florence Unified School District 408,Chase County
20,044,Caney Valley Unified School District 436,Chautauqua County
20,045,Cedar Vale Unified School District 285,Chautauqua County
20,076,Independence Unified School District 446,Chautauqua County
20,103,Oswego Unified School District 504,Cherokee County
20,107,Pittsburg Unified School District 250,Cherokee County
20,047,Cheylin Unified School District 103,Cheyenne County
