LEAID,NAME_LEA21,NAME_COUNTY21
3411910,Oakland Borough School District,Bergen County
3412180,Old Tappan Borough School District,Bergen County
3412240,Oradell Borough School District,Bergen County
3412260,River Dell Regional School District,Bergen County
3412360,Palisades Park Borough School District,Bergen County
3412420,Paramus Borough School District,Bergen County
3412450,Park Ridge Borough School District,Bergen County
3412510,Pascack Valley Regional School District,Bergen County
3413560,Ramapo-Indian Hill Regional School District,Bergen County
3413590,Ramsey Borough School District,Bergen County
3413770,Ridgefield Borough School District,Bergen County
3413800,Ridgefield Park Township School District,Bergen County
3413830,Ridgewood Village School District,Bergen County
3413890,River Edge Borough School District,Bergen County
3413950,River Vale Township School District,Bergen County
3414070,Rochelle Park Township School District,Bergen County
3414160,Rockleigh Borough School District,Bergen County
3414460,Rutherford Borough School District,Bergen County
3414490,Saddle Brook Township School District,Bergen County
3414520,Saddle River Borough School District,Bergen County
3415240,South Hackensack Township School District,Bergen County
3416080,Teaneck Township School District,Bergen County
3416110,Tenafly Borough School District,Bergen County
3416620,Upper Saddle River Borough School District,Bergen County
3416860,Waldwick Borough School District,Bergen County
3416920,Wallington Borough School District,Bergen County
3417820,Westwood Regional School District,Bergen County
3418210,Woodcliff Lake Borough School District,Bergen County
3418300,Wood-Ridge Borough School District,Bergen County
3418360,Wyckoff Township School District,Bergen County
3401200,Bass River Township School District,Burlington County
3401740,Beverly City School District,Burlington County
3402030,Bordentown Regional School District,Burlington County
3402430,Burlington City School District,Burlington County
3402460,Burlington Township School District,Burlington County
3403090,Chesterfield Township School District,Burlington County
3403120,Cinnaminson Township School District,Burlington County
3403690,Delanco Township School District,Burlington County
3403780,Delran Township School District,Burlington County
3404350,Eastampton Township School District,Burlington County
3404470,Edgewater Park Township School District,Burlington County
3404890,Evesham Township School District,Burlington County
3405220,Florence Township School District,Burlington County
3406420,Hainesport Township School District,Burlington County
3408490,Lenape Regional School District,Burlington County
3409180,Lumberton Township School District,Burlington County
3409510,Mansfield Township School District,Burlington County
3409660,Maple Shade Township School District,Burlington County
3409840,Medford Lakes Borough School District,Burlington County
3409870,Medford Township School District,Burlington County
3410710,Moorestown Township School District,Burlington County
3410920,Mount Holly Township School District,Burlington County
3410950,Mount Laurel Township School District,Burlington County
3411250,New Hanover Township School District,Burlington County
3411580,North Hanover Township School District,Burlington County
3411700,Northern Burlington Regional School District,Burlington County
3412390,Palmyra Borough School District,Burlington County
3412810,Pemberton Township School District,Burlington County
3413620,Rancocas Valley Regional School District,Burlington County
3414010,Riverside Township School District,Burlington County
3414040,Riverton Borough School District,Burlington County
3414880,Shamong Township School District,Burlington County
3415420,Southampton Township School District,Burlington County
3415660,Springfield Township School District,Burlington County
3416020,Tabernacle Township School District,Burlington County
3417040,Washington Township School District,Burlington County
3417730,Westampton Township School District,Burlington County
3418000,Willingboro Township School District,Burlington County
3418240,Woodland Township School District,Burlington County
3434001,Joint Base McGuire-Dix-Lakehurst,Burlington County
3401050,Audubon Borough School District,Camden County
3401170,Barrington Borough School District,Camden County
3401380,Bellmawr Borough School District,Camden County
3401590,Berlin Borough School District,Camden County
3401620,Berlin Township School District,Camden County
3401770,Black Horse Pike Regional School District,Camden County
3402370,Brooklawn Borough School District,Camden County
3402640,Camden City School District,Camden County
3402880,Sterling High School School District,Camden County
3403000,Cherry Hill Township School District,Camden County
3403030,Chesilhurst Borough School District,Camden County
3403240,Clementon Borough School District,Camden County
3403420,Collingswood Borough School District,Camden County
3404380,Eastern Camden County Regional School District,Camden County
3405850,Gibbsboro Borough School District,Camden County
3406000,Gloucester City School District,Camden County
3406030,Gloucester Township School District,Camden County
3406330,Haddon Heights Borough School District,Camden County
3406360,Haddon Township School District,Camden County
3406390,Haddonfield Borough School District,Camden County
3407080,Hi-Nella Borough School District,Camden County
3408280,Laurel Springs Borough School District,Camden County
3408340,Lawnside Borough School District,Camden County
3408640,Lindenwold Borough School District,Camden County
3409300,Magnolia Borough School District,Camden County
3409960,Merchantville Borough School District,Camden County
3410890,Mount Ephraim Borough School District,Camden County
3411940,Oaklyn Borough School District,Camden County
3412870,Pennsauken Township School District,Camden County
3412990,Pine Hill Borough School District,Camden County
3413020,Pine Valley Borough School District,Camden County
3414430,Runnemede Borough School District,Camden County
3415000,Somerdale Borough School District,Camden County
3415870,Stratford Borough School District,Camden County
3416830,Voorhees Township School District,Camden County
3417250,Waterford Township School District,Camden County
3418060,Winslow Township School District,Camden County
3418270,Woodlynne Borough School District,Camden County
3401110,Avalon Borough School District,Cape May County
3402700,Cape May City School District,Cape May County
3402760,Cape May Point Borough School District,Cape May County
3403840,Dennis Township School District,Cape May County
3409090,Lower Cape May Regional School District,Cape May County
3409150,Lower Township School District,Cape May County
3410020,Middle Township School District,Cape May County
3411670,North Wildwood City School District,Cape May County
3411970,Ocean City School District,Cape May County
3414760,Sea Isle City School District,Cape May County
3415810,Stone Harbor Borough School District,Cape May County
3416650,Upper Township School District,Cape May County
3417400,West Cape May Borough School District,Cape May County
3417670,West Wildwood Borough School District,Cape May County
3417940,Wildwood City School District,Cape May County
3417970,Wildwood Crest Borough School District,Cape May County
3418090,Woodbine Borough School District,Cape May County
3402250,Bridgeton City School District,Cumberland County
3403480,Commercial Township School District,Cumberland County
3403620,Cumberland Regional School District,Cumberland County
3403660,Deerfield Township School District,Cumberland County
3403960,Downe Township School District,Cumberland County
3405040,Fairfield Township School District,Cumberland County
3406150,Greenwich Township School District,Cumberland County
3407500,Hopewell Township School District,Cumberland County
3408370,Lawrence Township School District,Cumberland County
3409780,Maurice River Township School District,Cumberland County
3410320,Millville City School District,Cumberland County
3415840,Stow Creek Township School District,Cumberland County
3416530,Upper Deerfield Township School District,Cumberland County
3416800,Vineland City School District,Cumberland County
